Date,ABEV3.SA,ALPA4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BEEF3.SA,BIDI11.SA,BPAC11.SA,BPAN4.SA,BRAP4.SA,BRFS3.SA,BRML3.SA,CASH3.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,ECOR3.SA,EGIE3.SA,ENBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GNDI3.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,LCAM3.SA,LREN3.SA,LWSA3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,POSI3.SA,PRIO3.SA,QUAL3.SA,RAIL3.SA,RDOR3.SA,RENT3.SA,RRRP3.SA,SANB11.SA,SBSP3.SA,SOMA3.SA,SULA11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,VBBR3.SA,VIIA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2014-01-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
2014-01-03,0.9787234812723132,0.9892857243211903,1.0094519916259626,1.0104166666666667,0.9769861223066424,0.9961699913910917,1.0124444185427595,,,0.9931035095105996,0.9966860129828614,0.9721821861100681,1.028789624476676,,0.9948305483413735,1.0127061856106976,1.0312273454886125,1.0020832815931922,1.0043242835294748,1.0280187168928794,,1.0097241615345862,1.0159744412839466,1.0363248027256067,1.0246422343773738,0.9673247409157649,1.006024116836073,1.0487804707565662,1.0655737920598787,1.0,0.9833259736375383,1.002860275925393,1.0,,,1.019461944244496,,,1.0034168780684838,0.9980964120511321,0.9755813919962776,1.134663324446643,0.9742857353054774,1.0140677762108146,,1.0285714639582317,1.0814251106035464,0.9957360590333914,,0.9797724588497361,0.9850746268656716,,0.9889705988697733,1.0481927979059955,0.9688459428126853,,,1.0198472944241517,,0.9970695997823528,1.0138675124440544,,1.0276052329051437,1.1089108669379601,0.9901639724299883,0.9941252122700047,,1.0,1.076264656279937,0.9907893973679721,0.9767557206075633
2014-01-06,0.966072504129587,0.9749999297516676,0.9839321618325261,0.9954166412353517,0.9836065883967622,1.00452645018311,0.9928888667421819,,,1.0,0.9879867747518705,0.9736245866166612,0.9958872084702882,,0.9821941718173844,1.013916260541417,1.0370370186067948,1.002604126826758,0.9978378582352626,1.0046698391660662,,0.986071018201598,1.0223642421725885,1.028490001397228,0.9920508229890803,0.9407760442198474,0.9868565554468788,1.0135501793060449,1.1278688901312548,1.0,0.9727950701859717,1.000715092219754,1.0108696069068412,,,0.9914138738164913,,,1.010250549633448,0.9996827454095943,0.9930232073307832,1.1521196064488357,0.9314285253018686,0.9998304564654096,,1.0571429279164632,1.0610687328544233,0.9776649660087223,,0.9917825463369982,0.9922388560736357,,1.0147058681736358,1.0481927979059955,0.9701623397166041,,,0.9987785480208712,,0.9978022173033276,0.9714946148992439,,1.0006900423978369,1.1072607428225973,0.9800547697332611,0.9787038769705185,,1.0,1.0482490440249719,0.9960524776908103,0.9737883878686965
2014-01-07,0.9965497833660157,0.9457142428962545,0.9744801702065636,0.978333314259847,0.9650063080424353,0.9825905708335617,0.9973333142519144,,,1.0,0.961474789370753,0.9787760394559029,1.0017626608421737,,0.9712808728097535,1.0255635308781987,1.0021786481533408,0.989583294010826,0.9891891821149378,0.9973315886415731,,0.981340412096075,1.0223642421725885,1.0206552679943708,0.9777423416488116,0.9366916692943024,0.978915689000325,0.9765131099087865,1.1311475841197576,1.0338982281418638,0.9727950701859717,1.0050053666774093,1.0108696069068412,,,0.9942759886633394,,,1.0068336715649644,0.9920685144269895,1.009302316297384,1.1770572371033987,0.942857291747133,1.0196610371313157,,1.0779221293937915,1.0305344331593693,0.9723858120675571,,0.9608091088799497,0.9647761102932603,,1.0257352693038628,1.108433777335283,0.9644580368253016,,,0.9920610437048077,,1.0043956352595973,0.9680277367882305,,0.9834367615501697,1.0990098861877822,0.9863388941075154,0.9827427497642692,,1.0,1.0635538472484356,0.9953947517007515,0.9643917241441765
2014-01-08,1.0063255434167981,0.9471428129867626,0.9971644633562848,0.9587500095367433,0.9621689854556907,0.9818941992675602,0.9955555524902674,,,1.0,0.9647887763878916,0.9458067727267295,1.0235017257188486,,0.964962629770371,1.0270761245415976,0.9883805708275454,1.0098957614145374,0.9929729574685721,0.9956637718981467,,0.9700394570632295,1.0095847013329626,1.016381801747547,0.9737678929410549,0.939414607551322,0.9767250713852133,0.9846432174924135,1.1278688901312548,1.0338982281418638,0.976744198211097,1.0010725918528198,1.022282600864796,,,0.9828277476329824,,,1.0125285811084412,1.0076141705761712,1.0255813143716273,1.1795510596248564,0.9300001593998718,1.017796649681756,,1.0727273290244594,1.027989935989847,0.9746193270850526,,0.9614412346116025,0.9665671960631413,,1.0625000273918404,1.2048193013344475,0.9600701308379177,,,0.9954197958628397,,1.0300366895637008,0.9687981704734782,,0.9641131889977514,1.0932343337550117,0.9781420739349107,0.9977969020765064,,0.9680425778108057,1.0428015968491293,0.9782894225509355,0.9663700088566257
2014-01-09,0.982748697448338,0.9214285513576193,0.9603024869879878,0.9229166507720948,0.9325347117537872,0.9536908358075982,0.9911111049805348,,,0.9655172186997779,0.9196355024803585,0.9190191550787272,0.9870740717968065,,0.930499764785896,1.01951295680553,0.9665940063580466,0.993489583592034,0.9816216314076693,0.9709806884921202,,0.9802890660234053,1.0127796017772837,1.0,0.9419713712943125,0.9074200343413653,0.9701533491086527,0.9241192580039416,1.1049180322117367,1.0254236305739868,0.9872751016626635,0.9796210336572986,1.0086956440613715,,,0.9559245231437168,,,0.987471672607568,0.9762055432809683,1.004651158148692,1.147132080317923,0.9285712826008501,0.9840677377678037,,1.0597402661742241,1.01145050419148,0.9478173211506228,,0.93552468244212,0.9373134214486649,,1.007352934086818,1.2168674828577397,0.9297937552788947,,,0.9541984401975396,,1.010989053215867,0.9483821921226204,,0.9558315286450262,1.0965346606717377,0.9644809680424261,0.9799889824093928,,0.9680425778108057,1.0557717657180126,0.9605262613775304,0.9629080106098393
2014-01-10,0.9890742408651363,0.9178571261313494,0.9603024869879878,0.9562500317891439,0.9473517785231654,0.9616992138289158,1.0,,,0.9655172186997779,0.9196355024803585,0.9066556997065205,1.0017626608421737,,0.9402642724127709,1.0246559746801591,0.9891067592332956,1.0208333126372768,0.994594591057469,1.0070047189861595,,1.0039422093563934,1.0178914181131338,1.029202268413539,0.9443560405189665,0.9060585976728398,0.9775465448303318,0.9349593140761798,1.1049180322117367,1.0338982281418638,0.9872751016626635,0.9831963088488224,1.0108696069068412,,,0.9582141058426775,,,0.9829157788015876,0.9809644225434878,0.9988371827397377,1.147132080317923,0.9285712826008501,0.9727117709640334,,1.0805194676515524,1.0368957428153323,0.953908657089801,,0.9487990213926876,0.9534328517629139,,1.055147005651134,1.2048193013344475,0.9148749251371968,,,0.9648854226611993,,1.005860800435295,0.9214176009197594,,0.9385783300529792,1.0990098861877822,0.9713115209886682,0.9899026429331388,,0.9680425778108057,1.0734112032960568,0.9546052429975721,0.9683481992392678
2014-01-13,0.9798734803563944,0.9064284717428424,0.9536863024238453,0.9458333651224772,0.9331652356710164,0.9547354281607005,1.0044444475097327,,,0.9931035095105996,0.9266777472027804,0.91572222840581,0.9935369940140567,,0.9253303131272695,1.01905917870651,0.9607842503037741,1.016927023056069,0.9864864231129846,1.0120080101646798,,0.9863338547197655,1.0095847013329626,1.0306268024461611,0.9451509302605179,0.8992512195703064,0.9594742596064996,0.9241192580039416,1.0655737920598787,1.0508474232776177,0.9855199685233081,0.9953521329556567,1.023913072998898,,,0.9587865288120471,,,0.981776763064091,0.9765227978713741,1.0,1.1271819757942727,0.9242855718184294,0.9737287364561086,,1.1168831940906871,1.0826973591883073,0.9512690220273796,,0.9298356714229012,0.9414925646426072,,1.19485292860845,1.1807229382878632,0.88635366175772,,,0.9511450028773757,,1.0271062893460534,0.8909861316058847,,0.9661835629581226,1.0973597620724194,0.9625683505626326,0.9821920102998926,,0.9680425778108057,1.058106400072593,0.9407894980998261,0.949554966120035
2014-01-14,0.976998372955321,0.9321428270364289,0.9669189419702352,0.9758333365122477,0.9404161555967916,0.9634401777480197,1.0168888660524922,,,0.9839081157795723,0.9208782253007836,0.9231403330711071,0.9864865181827488,,0.9247559174368916,1.0089246017426634,0.9760348703132504,1.0208333126372768,0.994594591057469,1.0356904989557059,,1.0181340276729627,0.9968051604933369,1.0698006053114906,0.9618441740239093,0.9006126562388317,0.9583789834411375,0.9313459329279011,1.0655737920598787,1.0508474232776177,1.004826642287086,1.0189488748568167,1.0489130237602775,,,0.9542072542356079,,,0.9886104346290554,0.9911166902493386,1.0116278399255514,1.0872817667469719,0.9242855718184294,0.9720338925411391,,1.1428571959373475,1.0865141716747482,0.9553299901092834,,0.9260429773158129,0.9373134214486649,,1.1727941263479964,1.2168674828577397,0.9170688362847161,,,0.9541984401975396,,1.0586080742191994,0.9052388608925628,,0.9661835629581226,1.104785517306553,0.9658470786316745,0.9948595082115086,,0.9680425778108057,1.060959853056473,0.9572366771254607,0.9792284821683179
2014-01-15,0.9775733724973616,0.9442856728057465,0.9773157068502789,0.965416669845581,0.9467213246875098,0.9690111502760319,1.0355555800778609,,,0.9770115156724319,0.9283347407113497,0.9212858069047829,1.007050475831308,,0.9259047088176476,1.007411908369728,0.9658678179522965,1.0093749161809715,1.0124323424125838,1.0283522484312129,,1.0055191156600254,1.003194900444321,1.0712250714185911,0.996820254636857,0.9094622218041376,0.9630339561072173,0.9259259485780809,1.1081967262002392,1.0508474232776177,1.0377358332655948,1.0114408248407032,1.0391305019364254,,,0.9576416828733079,,,0.981776763064091,0.9914340052461781,1.0348836306690115,1.1047380487491647,0.9285712826008501,0.9762711009003844,,1.1506493345644404,1.1132316588833615,0.9593909000993487,,0.9557522235923838,0.9576119949568563,,1.2058823297386767,1.3132530786697305,0.923650653419619,,,0.9526717696943722,,0.9435897783437256,0.9036979935220678,,0.9710144355323221,1.1105610697393236,0.9718579495606564,0.9899026429331388,,0.9680425778108057,1.0778210132133001,0.951973702836153,0.9792284821683179
